record_id,state,district,taluk,hobli,office_type,rsk_name,office_name,designation,officer_name,cug_number,all_phones,place_of_office,pincode,verification_status,source_sl_no,source_line,source_record_raw
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1542,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (TO-1),Agriculture Officer (TO-1),,8277930925,8277930925,Agriculture Officer (TO-1),,VERIFIED_FROM_OFFICIAL_SOURCE,22,1542,Agriculture Officer (TO-1) | Agriculture Officer (TO-1) | 8277930925
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1546,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277930928,8277930928,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,23,1546,Agriculture Officer | Agriculture Officer | 8277930928
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1550,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,AO ( Incharge),AO ( Incharge),,8277930933,8277930933,AO ( Incharge),,VERIFIED_FROM_OFFICIAL_SOURCE,24,1550,AO ( Incharge) | AO ( Incharge) | 8277930933
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1554,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (TO-2),Agriculture Officer (TO-2),,8277930936,8277930936,Agriculture Officer (TO-2),,VERIFIED_FROM_OFFICIAL_SOURCE,25,1554,Agriculture Officer (TO-2) | Agriculture Officer (TO-2) | 8277930936
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1558,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture,Assistant Director of Agriculture,,8277930937,8277930937,Assistant Director of Agriculture,,VERIFIED_FROM_OFFICIAL_SOURCE,26,1558,Assistant Director of Agriculture | Assistant Director of Agriculture | 8277930937
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1562,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277930939,8277930939,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,27,1562,Agriculture Officer | Agriculture Officer | 8277930939
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1566,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (AO-2),Agriculture Officer (AO-2),,8277930941,8277930941,Agriculture Officer (AO-2),,VERIFIED_FROM_OFFICIAL_SOURCE,28,1566,Agriculture Officer (AO-2) | Agriculture Officer (AO-2) | 8277930941
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1570,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277930942,8277930942,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,29,1570,Agriculture Officer | Agriculture Officer | 8277930942
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1574,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277935556,8277935556,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,30,1574,Agriculture Officer | Agriculture Officer | 8277935556
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1578,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (TO-01),Agriculture Officer (TO-01),,8277935559,8277935559,Agriculture Officer (TO-01),,VERIFIED_FROM_OFFICIAL_SOURCE,31,1578,Agriculture Officer (TO-01) | Agriculture Officer (TO-01) | 8277935559
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1582,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928384,8277928384,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,32,1582,Agriculture Officer | Agriculture Officer | 8277928384
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1586,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (TO-1),Agriculture Officer (TO-1),,8277928393,8277928393,Agriculture Officer (TO-1),,VERIFIED_FROM_OFFICIAL_SOURCE,33,1586,Agriculture Officer (TO-1) | Agriculture Officer (TO-1) | 8277928393
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1590,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (TO-1),Agriculture Officer (TO-1),,8277928414,8277928414,Agriculture Officer (TO-1),,VERIFIED_FROM_OFFICIAL_SOURCE,34,1590,Agriculture Officer (TO-1) | Agriculture Officer (TO-1) | 8277928414
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1594,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928448,8277928448,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,35,1594,Agriculture Officer | Agriculture Officer | 8277928448
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1598,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928469,8277928469,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,36,1598,Agriculture Officer | Agriculture Officer | 8277928469
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1602,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture,Assistant Director of Agriculture,,8277928494,8277928494,Assistant Director of Agriculture,,VERIFIED_FROM_OFFICIAL_SOURCE,37,1602,Assistant Director of Agriculture | Assistant Director of Agriculture | 8277928494
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1606,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture (incharge),Assistant Director of Agriculture (incharge),,8277928555,8277928555,Assistant Director of Agriculture (incharge),,VERIFIED_FROM_OFFICIAL_SOURCE,38,1606,Assistant Director of Agriculture (incharge) | Assistant Director of Agriculture (incharge) | 8277928555
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1610,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928567,8277928567,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,39,1610,Agriculture Officer | Agriculture Officer | 8277928567
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1614,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928570,8277928570,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,40,1614,Agriculture Officer | Agriculture Officer | 8277928570
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1618,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928571,8277928571,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,41,1618,Agriculture Officer | Agriculture Officer | 8277928571
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1622,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928577,8277928577,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,42,1622,Agriculture Officer | Agriculture Officer | 8277928577
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1626,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928631,8277928631,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,43,1626,Agriculture Officer | Agriculture Officer | 8277928631
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1630,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928633,8277928633,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,44,1630,Agriculture Officer | Agriculture Officer | 8277928633
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1634,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928666,8277928666,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,45,1634,Agriculture Officer | Agriculture Officer | 8277928666
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1638,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928668,8277928668,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,46,1638,Agriculture Officer | Agriculture Officer | 8277928668
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1642,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928678,8277928678,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,47,1642,Agriculture Officer | Agriculture Officer | 8277928678
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1646,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928686,8277928686,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,48,1646,Agriculture Officer | Agriculture Officer | 8277928686
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1650,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277928687,8277928687,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,49,1650,Agriculture Officer | Agriculture Officer | 8277928687
KA_CHIKKAMAGALURU_RSK_GONIBEEDU_MUDIGERE_1654,Karnataka,Chikkamagaluru,RSK Gonibeedu mudigere,,RSK,Gonibeedu mudigere taluk,RSK Gonibeedu mudigere taluk,Agriculture Officer,,8884009106,8884009106,RSK Gonibeedu mudigere taluk,,VERIFIED_FROM_OFFICIAL_SOURCE,50,1654,RSK Gonibeedu mudigere taluk | Agriculture Officer | 8884009106
KA_CHIKKAMAGALURU_RSK_KALASA_MUDIGERE_1658,Karnataka,Chikkamagaluru,RSK Kalasa mudigere,,RSK,Kalasa mudigere taluk,RSK Kalasa mudigere taluk,Agriculture Officer,,8884009118,8884009118,RSK Kalasa mudigere taluk,,VERIFIED_FROM_OFFICIAL_SOURCE,51,1658,RSK Kalasa mudigere taluk | Agriculture Officer | 8884009118
KA_CHIKKAMAGALURU_RSK_KASABA_KOPPA_1662,Karnataka,Chikkamagaluru,RSK kasaba koppa,,RSK,kasaba koppa tq,RSK kasaba koppa tq,Agriculture Officer,,8884009119,8884009119,RSK kasaba koppa tq,,VERIFIED_FROM_OFFICIAL_SOURCE,52,1662,RSK kasaba koppa tq | Agriculture Officer | 8884009119
KA_CHIKKAMAGALURU_RSK_HARIHARAPURA_KOPPA_1666,Karnataka,Chikkamagaluru,RSK Hariharapura koppa,,RSK,Hariharapura koppa tq,RSK Hariharapura koppa tq,Agriculture Officer,,8884009142,8884009142,RSK Hariharapura koppa tq,,VERIFIED_FROM_OFFICIAL_SOURCE,53,1666,RSK Hariharapura koppa tq | Agriculture Officer | 8884009142
KA_CHIKKAMAGALURU_RSK_JAYAPURA_KOPPA_1670,Karnataka,Chikkamagaluru,RSK Jayapura koppa,,RSK,Jayapura koppa tq,RSK Jayapura koppa tq,Agriculture Officer,,8884009145,8884009145,RSK Jayapura koppa tq,,VERIFIED_FROM_OFFICIAL_SOURCE,54,1670,RSK Jayapura koppa tq | Agriculture Officer | 8884009145
KA_CHIKKAMAGALURU_KIGGA_SRINGERI_1674,Karnataka,Chikkamagaluru,kigga Sringeri,,RSK,kasaba & kigga Sringeri tq,RSK kasaba & kigga Sringeri tq,Agriculture Officer,,8884009187,8884009187,RSK kasaba & kigga Sringeri tq,,VERIFIED_FROM_OFFICIAL_SOURCE,55,1674,RSK kasaba & kigga Sringeri tq | Agriculture Officer | 8884009187
KA_CHIKKAMAGALURU_KIGGA_SRINGERI_1678,Karnataka,Chikkamagaluru,kigga Sringeri,,RSK,Aldur,RSK Aldur,Agriculture Officer,,8884009204,8884009204,RSK Aldur,,VERIFIED_FROM_OFFICIAL_SOURCE,56,1678,RSK Aldur | Agriculture Officer | 8884009204
KA_CHIKKAMAGALURU_KIGGA_SRINGERI_1682,Karnataka,Chikkamagaluru,kigga Sringeri,,RSK,Avuti,RSK Avuti,Agriculture Officer,,8884009229,8884009229,RSK Avuti,,VERIFIED_FROM_OFFICIAL_SOURCE,57,1682,RSK Avuti | Agriculture Officer | 8884009229
KA_CHIKKAMAGALURU_KIGGA_SRINGERI_1686,Karnataka,Chikkamagaluru,kigga Sringeri,,RSK,lakya,RSK lakya,Agriculture Officer,,8884009234,8884009234,RSK lakya,,VERIFIED_FROM_OFFICIAL_SOURCE,58,1686,RSK lakya | Agriculture Officer | 8884009234
KA_CHIKKAMAGALURU_KIGGA_SRINGERI_1690,Karnataka,Chikkamagaluru,kigga Sringeri,,RSK,kasaba Tarikere,RSK kasaba Tarikere,Agriculture Officer,,8884009241,8884009241,RSk kasaba Tarikere,,VERIFIED_FROM_OFFICIAL_SOURCE,59,1690,RSk kasaba Tarikere | Agriculture Officer | 8884009241
KA_CHIKKAMAGALURU_KIGGA_SRINGERI_1694,Karnataka,Chikkamagaluru,kigga Sringeri,,DEPARTMENT_OFFICE,,DDA 2 Office Tarikere,Agriculture Officer,,8884009264,8884009264,DDA 2 Office Tarikere,,VERIFIED_FROM_OFFICIAL_SOURCE,60,1694,DDA 2 Office Tarikere | Agriculture Officer | 8884009264
KA_CHIKKAMAGALURU_KIGGA_SRINGERI_1698,Karnataka,Chikkamagaluru,kigga Sringeri,,DEPARTMENT_OFFICE,,Agrihelpline,Agriculture Officer,,8884009246,8884009246,Agrihelpline,,VERIFIED_FROM_OFFICIAL_SOURCE,61,1698,Agrihelpline | Agriculture Officer | 8884009246
KA_CHITRADURGA_CHITRADURGA_1707,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",JDA,,8277930950,8277930950,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,1,1707,"O/o JDA, APMC Yard Chitradurga | JDA | 8277930950"
KA_CHITRADURGA_CHITRADURGA_1711,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"DDA-1, Sericulture Office Behind, NH-4 Chitradurga",DDA-1,,8277930951,8277930951,"O/o DDA-1, Sericulture Office Behind, NH-4 Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,2,1711,"O/o DDA-1, Sericulture Office Behind, NH-4 Chitradurga | DDA-1 | 8277930951"
KA_CHITRADURGA_CHITRADURGA_1715,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"DDA-2, Somaguddu road, Challakere",DDA-2,,8277930952,8277930952,"O/o DDA-2, Somaguddu road, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,3,1715,"O/o DDA-2, Somaguddu road, Challakere | DDA-2 | 8277930952"
KA_CHITRADURGA_CHITRADURGA_1719,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",ADA (FW),,8277930957,8277930957,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,4,1719,"O/o JDA, APMC Yard Chitradurga | ADA (FW) | 8277930957"
KA_CHITRADURGA_CHITRADURGA_1723,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",ADA (Enforcement),,8277930955,8277930955,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,5,1723,"O/o JDA, APMC Yard Chitradurga | ADA (Enforcement) | 8277930955"
KA_CHITRADURGA_CHITRADURGA_1727,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",ADA (Enforcement),,8277099366,8277099366,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,6,1727,"O/o JDA, APMC Yard Chitradurga | ADA (Enforcement) | 8277099366"
KA_CHITRADURGA_CHITRADURGA_1731,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",ADA (HQ),,8277930953,8277930953,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,7,1731,"O/o JDA, APMC Yard Chitradurga | ADA (HQ) | 8277930953"
KA_CHITRADURGA_CHITRADURGA_1735,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",ADA (M&E),,8277928778,8277928778,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,8,1735,"O/o JDA, APMC Yard Chitradurga | ADA (M&E) | 8277928778"
KA_CHITRADURGA_CHITRADURGA_1739,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",ADA (SMS),,8277930959,8277930959,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,9,1739,"O/o JDA, APMC Yard Chitradurga | ADA (SMS) | 8277930959"
KA_CHITRADURGA_CHITRADURGA_1743,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",AO (Tech),,8277930956,8277930956,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,10,1743,"O/o JDA, APMC Yard Chitradurga | AO (Tech) | 8277930956"
KA_CHITRADURGA_CHITRADURGA_1747,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",AO (Tech),,8277930971,8277930971,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,11,1747,"O/o JDA, APMC Yard Chitradurga | AO (Tech) | 8277930971"
KA_CHITRADURGA_CHITRADURGA_1751,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"JDA, APMC Yard Chitradurga",AO (Tech),,8277930958,8277930958,"O/o JDA, APMC Yard Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,12,1751,"O/o JDA, APMC Yard Chitradurga | AO (Tech) | 8277930958"
KA_CHITRADURGA_CHITRADURGA_1755,Karnataka,Chitradurga,Chitradurga,,DEPARTMENT_OFFICE,,"DDA-1, Sericulture Office Behind, NH-4 Chitradurga",AO,,8277931041,8277931041,"O/o DDA-1, Sericulture Office Behind, NH-4 Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,13,1755,"O/o DDA-1, Sericulture Office Behind, NH-4 Chitradurga | AO | 8277931041"
KA_CHITRADURGA_APMC_YARD_1759,Karnataka,Chitradurga,APMC Yard,,DEPARTMENT_OFFICE,,"ADA, APMC Yard, Chitradurga",ADA,,8277930954,8277930954,"O/o ADA, APMC Yard, Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,14,1759,"O/o ADA, APMC Yard, Chitradurga | ADA | 8277930954"
KA_CHITRADURGA_APMC_YARD_1763,Karnataka,Chitradurga,APMC Yard,,DEPARTMENT_OFFICE,,"ADA, APMC Yard, Chitradurga",AO,,8277930981,8277930981,"O/o ADA, APMC Yard, Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,15,1763,"O/o ADA, APMC Yard, Chitradurga | AO | 8277930981"
KA_CHITRADURGA_APMC_YARD_1767,Karnataka,Chitradurga,APMC Yard,,DEPARTMENT_OFFICE,,"ADA, APMC Yard, Chitradurga",AO,,8277930995,8277930995,"O/o ADA, APMC Yard, Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,16,1767,"O/o ADA, APMC Yard, Chitradurga | AO | 8277930995"
KA_CHITRADURGA_APMC_YARD_1771,Karnataka,Chitradurga,APMC Yard,,DEPARTMENT_OFFICE,,"ADA, APMC Yard, Chitradurga",AO,,8277931042,8277931042,"O/o ADA, APMC Yard, Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,17,1771,"O/o ADA, APMC Yard, Chitradurga | AO | 8277931042"
KA_CHITRADURGA_APMC_YARD_1775,Karnataka,Chitradurga,APMC Yard,,DEPARTMENT_OFFICE,,"ADA, APMC Yard, Chitradurga",AO,,8277930983,8277930983,"O/o ADA, APMC Yard, Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,18,1775,"O/o ADA, APMC Yard, Chitradurga | AO | 8277930983"
KA_CHITRADURGA_APMC_YARD_1779,Karnataka,Chitradurga,APMC Yard,,DEPARTMENT_OFFICE,,"ADA, APMC Yard, Chitradurga",AO,,8277930986,8277930986,"O/o ADA, APMC Yard, Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,19,1779,"O/o ADA, APMC Yard, Chitradurga | AO | 8277930986"
KA_CHITRADURGA_APMC_YARD_1783,Karnataka,Chitradurga,APMC Yard,,DEPARTMENT_OFFICE,,"ADA, APMC Yard, Chitradurga",AO,,8277928822,8277928822,"O/o ADA, APMC Yard, Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,20,1783,"O/o ADA, APMC Yard, Chitradurga | AO | 8277928822"
KA_CHITRADURGA_APMC_YARD_1787,Karnataka,Chitradurga,APMC Yard,,DEPARTMENT_OFFICE,,"ADA, APMC Yard, Chitradurga",AAO,,8277931037,8277931037,"O/o ADA, APMC Yard, Chitradurga",,VERIFIED_FROM_OFFICIAL_SOURCE,21,1787,"O/o ADA, APMC Yard, Chitradurga | AAO | 8277931037"
KA_CHITRADURGA_HOLALKERE_1791,Karnataka,Chitradurga,Holalkere,,DEPARTMENT_OFFICE,,"ADA, Holalkere",ADA,,8277931025,8277931025,"O/o ADA, Holalkere",,VERIFIED_FROM_OFFICIAL_SOURCE,22,1791,"O/o ADA, Holalkere | ADA | 8277931025"
KA_CHITRADURGA_HOLALKERE_1795,Karnataka,Chitradurga,Holalkere,,DEPARTMENT_OFFICE,,"ADA, Holalkere",AO,,8277928800,8277928800,"O/o ADA, Holalkere",,VERIFIED_FROM_OFFICIAL_SOURCE,23,1795,"O/o ADA, Holalkere | AO | 8277928800"
KA_CHITRADURGA_HOLALKERE_1799,Karnataka,Chitradurga,Holalkere,,DEPARTMENT_OFFICE,,"ADA, Holalkere",AO,,8277931030,8277931030,"O/o ADA, Holalkere",,VERIFIED_FROM_OFFICIAL_SOURCE,24,1799,"O/o ADA, Holalkere | AO | 8277931030"
KA_CHITRADURGA_HOLALKERE_1803,Karnataka,Chitradurga,Holalkere,,DEPARTMENT_OFFICE,,"ADA, Holalkere",AO,,8277931036,8277931036,"O/o ADA, Holalkere",,VERIFIED_FROM_OFFICIAL_SOURCE,25,1803,"O/o ADA, Holalkere | AO | 8277931036"
KA_CHITRADURGA_HOLALKERE_1807,Karnataka,Chitradurga,Holalkere,,DEPARTMENT_OFFICE,,"ADA, Holalkere",AO,,8277931035,8277931035,"O/o ADA, Holalkere",,VERIFIED_FROM_OFFICIAL_SOURCE,26,1807,"O/o ADA, Holalkere | AO | 8277931035"
KA_CHITRADURGA_HOSADURGA_1811,Karnataka,Chitradurga,Hosadurga,,DEPARTMENT_OFFICE,,"ADA, Hosadurga",ADA,,8277931038,8277931038,"O/o ADA, Hosadurga",,VERIFIED_FROM_OFFICIAL_SOURCE,27,1811,"O/o ADA, Hosadurga | ADA | 8277931038"
KA_CHITRADURGA_HOSADURGA_1815,Karnataka,Chitradurga,Hosadurga,,DEPARTMENT_OFFICE,,"ADA, Hosadurga",AO,,8277928811,8277928811,"O/o ADA, Hosadurga",,VERIFIED_FROM_OFFICIAL_SOURCE,28,1815,"O/o ADA, Hosadurga | AO | 8277928811"
KA_CHITRADURGA_HOSADURGA_1819,Karnataka,Chitradurga,Hosadurga,,DEPARTMENT_OFFICE,,"ADA, Hosadurga",AO,,8277931039,8277931039,"O/o ADA, Hosadurga",,VERIFIED_FROM_OFFICIAL_SOURCE,29,1819,"O/o ADA, Hosadurga | AO | 8277931039"
KA_CHITRADURGA_HOSADURGA_1823,Karnataka,Chitradurga,Hosadurga,,DEPARTMENT_OFFICE,,"ADA, Hosadurga",AO,,8277931047,8277931047,"O/o ADA, Hosadurga",,VERIFIED_FROM_OFFICIAL_SOURCE,30,1823,"O/o ADA, Hosadurga | AO | 8277931047"
KA_CHITRADURGA_HOSADURGA_1827,Karnataka,Chitradurga,Hosadurga,,DEPARTMENT_OFFICE,,"ADA, Hosadurga",AO,,8277931040,8277931040,"O/o ADA, Hosadurga",,VERIFIED_FROM_OFFICIAL_SOURCE,31,1827,"O/o ADA, Hosadurga | AO | 8277931040"
KA_CHITRADURGA_HOSADURGA_1831,Karnataka,Chitradurga,Hosadurga,,DEPARTMENT_OFFICE,,"DDA-2, Somaguddu road, Challakere",AO,,8277931057,8277931057,"O/o DDA-2, Somaguddu road, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,32,1831,"O/o DDA-2, Somaguddu road, Challakere | AO | 8277931057"
KA_CHITRADURGA_CHALLAKERE_1835,Karnataka,Chitradurga,Challakere,,DEPARTMENT_OFFICE,,"ADA, Challakere",ADA,,8277930961,8277930961,"O/o ADA, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,33,1835,"O/o ADA, Challakere | ADA | 8277930961"
KA_CHITRADURGA_CHALLAKERE_1839,Karnataka,Chitradurga,Challakere,,DEPARTMENT_OFFICE,,"ADA, Challakere",AO,,8277930969,8277930969,"O/o ADA, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,34,1839,"O/o ADA, Challakere | AO | 8277930969"
KA_CHITRADURGA_CHALLAKERE_1843,Karnataka,Chitradurga,Challakere,,DEPARTMENT_OFFICE,,"ADA, Challakere",AO,,8277930977,8277930977,"O/o ADA, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,35,1843,"O/o ADA, Challakere | AO | 8277930977"
KA_CHITRADURGA_CHALLAKERE_1847,Karnataka,Chitradurga,Challakere,,DEPARTMENT_OFFICE,,"ADA, Challakere",AO,,8277928789,8277928789,"O/o ADA, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,36,1847,"O/o ADA, Challakere | AO | 8277928789"
KA_CHITRADURGA_CHALLAKERE_1851,Karnataka,Chitradurga,Challakere,,DEPARTMENT_OFFICE,,"ADA, Challakere",AO,,8277930974,8277930974,"O/o ADA, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,37,1851,"O/o ADA, Challakere | AO | 8277930974"
KA_CHITRADURGA_CHALLAKERE_1855,Karnataka,Chitradurga,Challakere,,DEPARTMENT_OFFICE,,"ADA, Challakere",AO,,8277930979,8277930979,"O/o ADA, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,38,1855,"O/o ADA, Challakere | AO | 8277930979"
KA_CHITRADURGA_CHALLAKERE_1859,Karnataka,Chitradurga,Challakere,,DEPARTMENT_OFFICE,,"ADA, Challakere",AAO,,8277930970,8277930970,"O/o ADA, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,39,1859,"O/o ADA, Challakere | AAO | 8277930970"
KA_CHITRADURGA_CHALLAKERE_1863,Karnataka,Chitradurga,Challakere,,DEPARTMENT_OFFICE,,"ADA, Challakere",AAO,,8277930973,8277930973,"O/o ADA, Challakere",,VERIFIED_FROM_OFFICIAL_SOURCE,40,1863,"O/o ADA, Challakere | AAO | 8277930973"
